sample_id,length,was_split,num_segments,original_cer,split_cer,cer_improvement,original_wer,split_wer
hf_9943,49,False,1,0.040816,0.040816,0.000000,0.333333,0.333333
hf_9986,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10014,18,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10016,27,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10026,35,False,1,0.400000,0.400000,0.000000,0.750000,0.750000
hf_10090,34,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10128,12,False,1,0.250000,0.250000,0.000000,0.500000,0.500000
hf_10144,52,False,1,0.307692,0.307692,0.000000,0.750000,0.750000
hf_10187,26,False,1,0.230769,0.230769,0.000000,1.000000,1.000000
hf_10189,36,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10258,31,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10292,38,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10317,62,False,1,0.048387,0.048387,0.000000,0.250000,0.250000
hf_10338,51,False,1,0.098039,0.098039,0.000000,0.666667,0.666667
hf_10365,46,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10379,16,False,1,0.062500,0.062500,0.000000,1.000000,1.000000
hf_10430,67,False,1,0.059701,0.059701,0.000000,0.444444,0.444444
hf_10433,9,False,1,0.222222,0.222222,0.000000,1.000000,1.000000
hf_10463,19,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10484,50,False,1,0.100000,0.100000,0.000000,0.571429,0.571429
hf_10539,49,False,1,0.020408,0.020408,0.000000,0.666667,0.666667
hf_10587,29,False,1,0.034483,0.034483,0.000000,0.333333,0.333333
hf_10589,13,False,1,0.538462,0.538462,0.000000,0.750000,0.750000
hf_10649,29,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10659,42,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10708,58,False,1,0.413793,0.413793,0.000000,0.916667,0.916667
hf_10732,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10789,72,False,1,0.180556,0.180556,0.000000,0.714286,0.714286
hf_10816,41,False,1,0.243902,0.243902,0.000000,0.833333,0.833333
hf_10821,27,False,1,0.037037,0.037037,0.000000,0.200000,0.200000
hf_10873,37,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_10899,42,False,1,0.142857,0.142857,0.000000,0.600000,0.600000
hf_10996,32,False,1,0.062500,0.062500,0.000000,0.250000,0.250000
hf_11120,14,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11215,12,False,1,0.666667,0.666667,0.000000,1.000000,1.000000
hf_11391,39,False,1,0.025641,0.025641,0.000000,0.250000,0.250000
hf_11405,51,False,1,0.156863,0.156863,0.000000,0.714286,0.714286
hf_11481,73,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11526,56,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11543,10,False,1,0.400000,0.400000,0.000000,1.000000,1.000000
hf_11603,32,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11702,60,False,1,0.266667,0.266667,0.000000,0.714286,0.714286
hf_11708,38,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11754,52,False,1,0.019231,0.019231,0.000000,0.142857,0.142857
hf_11759,26,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11894,78,False,1,0.179487,0.179487,0.000000,0.300000,0.300000
hf_11909,16,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_11917,36,False,1,0.333333,0.333333,0.000000,0.833333,0.833333
hf_12025,66,False,1,0.121212,0.121212,0.000000,0.750000,0.750000
hf_12082,13,False,1,0.076923,0.076923,0.000000,0.333333,0.333333
hf_12133,29,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12178,30,False,1,0.866667,0.866667,0.000000,1.000000,1.000000
hf_12293,23,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12445,37,False,1,0.027027,0.027027,0.000000,0.166667,0.166667
hf_12457,21,False,1,0.047619,0.047619,0.000000,0.500000,0.500000
hf_12465,40,False,1,0.650000,0.650000,0.000000,1.000000,1.000000
hf_12478,7,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12491,43,False,1,0.232558,0.232558,0.000000,0.833333,0.833333
hf_12521,23,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12552,47,False,1,0.212766,0.212766,0.000000,1.000000,1.000000
hf_12556,12,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12572,43,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12601,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12621,60,False,1,0.016667,0.016667,0.000000,0.111111,0.111111
hf_12656,66,False,1,0.121212,0.121212,0.000000,0.375000,0.375000
hf_12721,29,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_12742,33,False,1,0.030303,0.030303,0.000000,0.250000,0.250000
hf_12912,29,False,1,0.275862,0.275862,0.000000,1.000000,1.000000
hf_12964,54,False,1,0.018519,0.018519,0.000000,0.333333,0.333333
hf_12997,32,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13031,36,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13035,26,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13050,17,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13065,55,False,1,0.127273,0.127273,0.000000,0.714286,0.714286
hf_13079,27,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13182,79,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13340,34,False,1,0.088235,0.088235,0.000000,0.250000,0.250000
hf_13342,23,False,1,0.260870,0.260870,0.000000,1.000000,1.000000
hf_13386,24,False,1,1.000000,1.000000,0.000000,1.000000,1.000000
hf_13555,35,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13617,22,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13730,11,False,1,0.090909,0.090909,0.000000,1.000000,1.000000
hf_13767,28,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13774,53,False,1,0.433962,0.433962,0.000000,1.000000,1.000000
hf_13803,7,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13826,19,False,1,0.210526,0.210526,0.000000,1.000000,1.000000
hf_13829,32,False,1,0.125000,0.125000,0.000000,0.800000,0.800000
hf_13871,52,False,1,0.076923,0.076923,0.000000,0.600000,0.600000
hf_13880,76,False,1,0.026316,0.026316,0.000000,0.250000,0.250000
hf_13901,23,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_13934,42,False,1,0.047619,0.047619,0.000000,0.666667,0.666667
hf_13969,39,False,1,0.051282,0.051282,0.000000,0.250000,0.250000
hf_14005,32,False,1,0.250000,0.250000,0.000000,1.000000,1.000000
hf_14008,6,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14021,46,False,1,0.695652,0.695652,0.000000,1.000000,1.000000
hf_14040,49,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14110,54,False,1,0.259259,0.259259,0.000000,1.000000,1.000000
hf_14180,51,False,1,0.137255,0.137255,0.000000,0.833333,0.833333
hf_14267,41,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14284,19,False,1,0.315789,0.315789,0.000000,0.500000,0.500000
hf_14328,89,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14341,24,False,1,0.333333,0.333333,0.000000,0.750000,0.750000
hf_14373,48,False,1,0.083333,0.083333,0.000000,0.333333,0.333333
hf_14380,16,False,1,0.250000,0.250000,0.000000,0.500000,0.500000
hf_14392,22,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14432,38,False,1,0.078947,0.078947,0.000000,0.600000,0.600000
hf_14446,40,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14453,42,False,1,0.023810,0.023810,0.000000,0.200000,0.200000
hf_14522,20,False,1,0.250000,0.250000,0.000000,0.666667,0.666667
hf_14577,64,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14609,28,False,1,0.142857,0.142857,0.000000,0.666667,0.666667
hf_14628,6,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14694,95,False,1,0.052632,0.052632,0.000000,0.500000,0.500000
hf_14722,28,False,1,0.107143,0.107143,0.000000,0.666667,0.666667
hf_14725,41,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_14733,22,False,1,0.045455,0.045455,0.000000,0.500000,0.500000
hf_14790,51,False,1,0.019608,0.019608,0.000000,0.125000,0.125000
hf_14908,54,False,1,0.055556,0.055556,0.000000,0.333333,0.333333
hf_14915,74,False,1,0.162162,0.162162,0.000000,0.444444,0.444444
hf_14935,17,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15002,36,False,1,0.166667,0.166667,0.000000,0.800000,0.800000
hf_15003,61,False,1,0.016393,0.016393,0.000000,0.111111,0.111111
hf_15010,27,False,1,0.037037,0.037037,0.000000,0.333333,0.333333
hf_15080,74,False,1,0.013514,0.013514,0.000000,0.125000,0.125000
hf_15108,71,False,1,0.112676,0.112676,0.000000,0.200000,0.200000
hf_15155,88,False,1,0.125000,0.125000,0.000000,0.600000,0.600000
hf_15170,45,False,1,0.244444,0.244444,0.000000,1.000000,1.000000
hf_15247,14,False,1,0.214286,0.214286,0.000000,0.666667,0.666667
hf_15256,55,False,1,0.018182,0.018182,0.000000,0.142857,0.142857
hf_15297,10,False,1,0.400000,0.400000,0.000000,0.500000,0.500000
hf_15367,61,False,1,0.081967,0.081967,0.000000,0.500000,0.500000
hf_15392,55,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15414,19,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15491,6,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15514,7,False,1,0.428571,0.428571,0.000000,1.000000,1.000000
hf_15597,45,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15633,46,False,1,0.543478,0.543478,0.000000,0.950000,0.950000
hf_15642,15,False,1,0.066667,0.066667,0.000000,1.000000,1.000000
hf_15679,59,False,1,0.152542,0.152542,0.000000,0.714286,0.714286
hf_15682,24,False,1,0.125000,0.125000,0.000000,0.333333,0.333333
hf_15692,74,False,1,0.027027,0.027027,0.000000,0.333333,0.333333
hf_15719,56,False,1,0.214286,0.214286,0.000000,0.400000,0.400000
hf_15749,34,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15785,66,False,1,0.136364,0.136364,0.000000,0.571429,0.571429
hf_15817,24,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15915,13,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_15925,66,False,1,0.500000,0.500000,0.000000,1.000000,1.000000
hf_15945,12,False,1,0.250000,0.250000,0.000000,1.000000,1.000000
hf_15973,96,False,1,0.125000,0.125000,0.000000,0.714286,0.714286
hf_15981,53,False,1,0.207547,0.207547,0.000000,0.777778,0.777778
hf_15989,19,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16009,41,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16043,24,False,1,0.041667,0.041667,0.000000,0.250000,0.250000
hf_16046,34,False,1,0.029412,0.029412,0.000000,0.250000,0.250000
hf_16049,31,False,1,0.064516,0.064516,0.000000,0.666667,0.666667
hf_16088,45,False,1,0.022222,0.022222,0.000000,0.166667,0.166667
hf_16135,58,False,1,0.965517,0.965517,0.000000,1.000000,1.000000
hf_16162,65,False,1,0.015385,0.015385,0.000000,0.111111,0.111111
hf_16203,61,False,1,0.081967,0.081967,0.000000,0.600000,0.600000
hf_16205,47,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16246,59,False,1,0.033898,0.033898,0.000000,0.100000,0.100000
hf_16263,56,False,1,0.035714,0.035714,0.000000,0.250000,0.250000
hf_16265,87,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16295,47,False,1,0.148936,0.148936,0.000000,0.428571,0.428571
hf_16331,19,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16353,60,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16371,40,False,1,0.200000,0.200000,0.000000,0.600000,0.600000
hf_16408,25,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16457,45,False,1,0.022222,0.022222,0.000000,0.166667,0.166667
hf_16475,25,False,1,0.680000,0.680000,0.000000,1.000000,1.000000
hf_16476,56,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16532,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_16541,62,False,1,0.080645,0.080645,0.000000,0.125000,0.125000
hf_16546,46,False,1,0.391304,0.391304,0.000000,1.000000,1.000000
hf_16693,35,False,1,0.542857,0.542857,0.000000,1.000000,1.000000
hf_16793,55,False,1,0.018182,0.018182,0.000000,0.200000,0.200000
hf_16931,15,False,1,0.866667,0.866667,0.000000,1.000000,1.000000
hf_16986,63,False,1,0.063492,0.063492,0.000000,0.375000,0.375000
hf_17049,67,False,1,0.432836,0.432836,0.000000,0.636364,0.636364
hf_17089,74,False,1,0.175676,0.175676,0.000000,0.666667,0.666667
hf_17118,37,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17167,37,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17219,52,False,1,0.615385,0.615385,0.000000,1.000000,1.000000
hf_17261,77,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17300,11,False,1,0.545455,0.545455,0.000000,1.000000,1.000000
hf_17332,57,False,1,0.245614,0.245614,0.000000,0.875000,0.875000
hf_17335,15,False,1,0.133333,0.133333,0.000000,1.000000,1.000000
hf_17337,37,False,1,0.081081,0.081081,0.000000,0.400000,0.400000
hf_17343,73,False,1,0.287671,0.287671,0.000000,1.000000,1.000000
hf_17359,13,False,1,0.461538,0.461538,0.000000,1.000000,1.000000
hf_17370,43,False,1,0.186047,0.186047,0.000000,1.000000,1.000000
hf_17380,63,False,1,0.015873,0.015873,0.000000,0.125000,0.125000
hf_17397,58,False,1,0.224138,0.224138,0.000000,0.625000,0.625000
hf_17407,39,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17408,65,False,1,0.153846,0.153846,0.000000,0.571429,0.571429
hf_17485,7,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17486,50,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17496,22,False,1,0.045455,0.045455,0.000000,0.250000,0.250000
hf_17501,25,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17509,8,False,1,0.125000,0.125000,0.000000,1.000000,1.000000
hf_17546,21,False,1,0.047619,0.047619,0.000000,0.333333,0.333333
hf_17589,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17662,20,False,1,0.050000,0.050000,0.000000,0.333333,0.333333
hf_17691,77,False,1,0.051948,0.051948,0.000000,0.272727,0.272727
hf_17700,31,False,1,0.387097,0.387097,0.000000,1.000000,1.000000
hf_17754,15,False,1,0.200000,0.200000,0.000000,0.666667,0.666667
hf_17807,35,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17841,40,False,1,0.025000,0.025000,0.000000,0.166667,0.166667
hf_17848,36,False,1,0.472222,0.472222,0.000000,1.000000,1.000000
hf_17887,15,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17919,30,False,1,0.266667,0.266667,0.000000,1.000000,1.000000
hf_17977,50,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_17996,40,False,1,0.050000,0.050000,0.000000,0.666667,0.666667
hf_18024,36,False,1,0.611111,0.611111,0.000000,1.000000,1.000000
hf_18104,62,False,1,0.016129,0.016129,0.000000,0.111111,0.111111
hf_18105,39,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18120,38,False,1,0.815789,0.815789,0.000000,1.000000,1.000000
hf_18132,46,False,1,0.065217,0.065217,0.000000,0.500000,0.500000
hf_18173,45,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18210,29,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18217,33,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18229,14,False,1,0.285714,0.285714,0.000000,1.000000,1.000000
hf_18231,59,False,1,0.016949,0.016949,0.000000,0.100000,0.100000
hf_18235,18,False,1,0.055556,0.055556,0.000000,0.250000,0.250000
hf_18250,46,False,1,0.021739,0.021739,0.000000,0.250000,0.250000
hf_18254,22,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18258,55,False,1,0.181818,0.181818,0.000000,1.000000,1.000000
hf_18279,97,False,1,0.134021,0.134021,0.000000,0.250000,0.250000
hf_18292,31,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18327,6,False,1,0.500000,0.500000,0.000000,1.000000,1.000000
hf_18465,43,False,1,0.023256,0.023256,0.000000,0.166667,0.166667
hf_18528,65,False,1,0.107692,0.107692,0.000000,0.500000,0.500000
hf_18536,42,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18546,9,False,1,0.222222,0.222222,0.000000,1.000000,1.000000
hf_18598,13,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18634,41,False,1,0.121951,0.121951,0.000000,0.600000,0.600000
hf_18676,59,False,1,0.016949,0.016949,0.000000,0.166667,0.166667
hf_18694,73,False,1,0.712329,0.712329,0.000000,1.000000,1.000000
hf_18725,47,False,1,0.191489,0.191489,0.000000,1.000000,1.000000
hf_18803,97,False,1,0.072165,0.072165,0.000000,0.090909,0.090909
hf_18876,11,False,1,0.090909,0.090909,0.000000,0.500000,0.500000
hf_18881,50,False,1,0.220000,0.220000,0.000000,0.714286,0.714286
hf_18888,12,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_18914,70,False,1,0.028571,0.028571,0.000000,0.285714,0.285714
hf_18965,53,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19087,27,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19127,17,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19145,25,False,1,0.320000,0.320000,0.000000,1.000000,1.000000
hf_19213,51,False,1,0.490196,0.490196,0.000000,1.000000,1.000000
hf_19234,61,False,1,0.098361,0.098361,0.000000,0.800000,0.800000
hf_19283,45,False,1,0.044444,0.044444,0.000000,0.400000,0.400000
hf_19376,59,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19414,29,False,1,0.206897,0.206897,0.000000,0.800000,0.800000
hf_19445,81,False,1,0.370370,0.370370,0.000000,0.375000,0.375000
hf_19487,42,False,1,0.190476,0.190476,0.000000,0.800000,0.800000
hf_19558,57,False,1,0.614035,0.614035,0.000000,1.000000,1.000000
hf_19566,44,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19569,57,False,1,0.105263,0.105263,0.000000,0.600000,0.600000
hf_19620,73,False,1,0.013699,0.013699,0.000000,0.111111,0.111111
hf_19660,60,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19681,58,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19723,39,False,1,0.461538,0.461538,0.000000,1.000000,1.000000
hf_19764,21,False,1,0.238095,0.238095,0.000000,0.363636,0.363636
hf_19809,17,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19825,64,False,1,0.125000,0.125000,0.000000,0.750000,0.750000
hf_19912,48,False,1,0.083333,0.083333,0.000000,0.285714,0.285714
hf_19914,65,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_19928,42,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20000,6,False,1,0.333333,0.333333,0.000000,1.000000,1.000000
hf_20013,39,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20067,34,False,1,0.764706,0.764706,0.000000,1.000000,1.000000
hf_20094,50,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20153,52,False,1,0.019231,0.019231,0.000000,0.285714,0.285714
hf_20159,38,False,1,0.026316,0.026316,0.000000,0.250000,0.250000
hf_20202,90,False,1,0.022222,0.022222,0.000000,0.250000,0.250000
hf_20269,83,False,1,0.542169,0.542169,0.000000,1.000000,1.000000
hf_20343,70,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20365,38,False,1,0.105263,0.105263,0.000000,0.600000,0.600000
hf_20384,37,False,1,0.081081,0.081081,0.000000,0.750000,0.750000
hf_20428,14,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20444,47,False,1,0.085106,0.085106,0.000000,0.142857,0.142857
hf_20552,48,False,1,0.458333,0.458333,0.000000,1.000000,1.000000
hf_20557,34,False,1,0.088235,0.088235,0.000000,0.428571,0.428571
hf_20572,63,False,1,0.142857,0.142857,0.000000,0.444444,0.444444
hf_20590,48,False,1,0.750000,0.750000,0.000000,1.000000,1.000000
hf_20612,49,False,1,0.489796,0.489796,0.000000,1.000000,1.000000
hf_20622,26,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20673,36,False,1,0.194444,0.194444,0.000000,0.800000,0.800000
hf_20679,29,False,1,0.206897,0.206897,0.000000,1.000000,1.000000
hf_20720,78,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20733,27,False,1,0.037037,0.037037,0.000000,0.250000,0.250000
hf_20794,34,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_20952,24,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21040,37,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21118,48,False,1,0.145833,0.145833,0.000000,0.800000,0.800000
hf_21122,46,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21123,54,False,1,0.129630,0.129630,0.000000,0.500000,0.500000
hf_21186,14,False,1,0.428571,0.428571,0.000000,1.000000,1.000000
hf_21243,42,False,1,0.309524,0.309524,0.000000,1.000000,1.000000
hf_21252,51,False,1,0.039216,0.039216,0.000000,0.400000,0.400000
hf_21300,44,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21376,57,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21420,33,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21453,24,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21512,69,False,1,0.666667,0.666667,0.000000,1.000000,1.000000
hf_21614,31,False,1,0.032258,0.032258,0.000000,0.250000,0.250000
hf_21639,51,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21654,42,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21678,73,False,1,0.027397,0.027397,0.000000,0.125000,0.125000
hf_21684,46,False,1,0.108696,0.108696,0.000000,0.333333,0.333333
hf_21702,73,False,1,0.013699,0.013699,0.000000,0.111111,0.111111
hf_21770,48,False,1,0.104167,0.104167,0.000000,0.500000,0.500000
hf_21786,45,False,1,0.311111,0.311111,0.000000,1.000000,1.000000
hf_21843,25,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_21859,48,False,1,0.166667,0.166667,0.000000,0.285714,0.285714
hf_21966,15,False,1,0.200000,0.200000,0.000000,0.333333,0.333333
hf_22010,21,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22028,48,False,1,0.041667,0.041667,0.000000,0.285714,0.285714
hf_22046,46,False,1,0.173913,0.173913,0.000000,0.666667,0.666667
hf_22059,27,False,1,0.259259,0.259259,0.000000,1.000000,1.000000
hf_22118,44,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22156,55,False,1,0.054545,0.054545,0.000000,0.500000,0.500000
hf_22236,25,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22274,65,False,1,0.061538,0.061538,0.000000,0.375000,0.375000
hf_22293,25,False,1,0.080000,0.080000,0.000000,1.000000,1.000000
hf_22298,72,False,1,0.208333,0.208333,0.000000,0.700000,0.700000
hf_22304,13,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22328,32,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22362,23,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22471,38,False,1,0.052632,0.052632,0.000000,0.400000,0.400000
hf_22528,99,False,1,0.020202,0.020202,0.000000,0.125000,0.125000
hf_22541,14,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22618,18,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22654,70,False,1,0.342857,0.342857,0.000000,0.500000,0.500000
hf_22754,27,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22803,78,False,1,0.448718,0.448718,0.000000,0.875000,0.875000
hf_22872,86,True,2,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22915,30,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_22935,78,False,1,0.089744,0.089744,0.000000,0.250000,0.250000
hf_23012,68,False,1,0.250000,0.250000,0.000000,0.833333,0.833333
hf_23052,52,False,1,0.096154,0.096154,0.000000,0.500000,0.500000
hf_23056,16,False,1,0.250000,0.250000,0.000000,1.000000,1.000000
hf_23178,5,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_23219,36,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_23253,45,False,1,0.311111,0.311111,0.000000,1.000000,1.000000
hf_23283,55,False,1,0.327273,0.327273,0.000000,0.500000,0.500000
hf_23449,73,False,1,0.178082,0.178082,0.000000,0.750000,0.750000
hf_23526,35,False,1,0.028571,0.028571,0.000000,0.250000,0.250000
hf_23650,45,False,1,0.266667,0.266667,0.000000,0.800000,0.800000
hf_23700,34,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_23709,30,False,1,0.033333,0.033333,0.000000,0.200000,0.200000
hf_23723,40,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_23736,30,False,1,0.133333,0.133333,0.000000,0.750000,0.750000
hf_23788,31,False,1,0.096774,0.096774,0.000000,0.750000,0.750000
hf_23869,18,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_23897,24,False,1,0.500000,0.500000,0.000000,1.000000,1.000000
hf_23909,75,False,1,0.546667,0.546667,0.000000,1.000000,1.000000
hf_24175,54,False,1,0.388889,0.388889,0.000000,0.857143,0.857143
hf_24184,31,False,1,0.064516,0.064516,0.000000,0.333333,0.333333
hf_24196,43,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24217,86,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24260,62,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24285,8,False,1,0.750000,0.750000,0.000000,1.000000,1.000000
hf_24472,57,False,1,0.052632,0.052632,0.000000,0.428571,0.428571
hf_24504,40,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24596,20,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24720,67,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24807,45,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24836,26,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24837,9,False,1,0.777778,0.777778,0.000000,1.000000,1.000000
hf_24844,52,False,1,0.038462,0.038462,0.000000,0.333333,0.333333
hf_24846,57,False,1,0.122807,0.122807,0.000000,0.600000,0.600000
hf_24847,41,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24867,81,False,1,0.283951,0.283951,0.000000,0.909091,0.909091
hf_24898,27,False,1,0.111111,0.111111,0.000000,0.666667,0.666667
hf_24911,14,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
hf_24928,23,False,1,0.000000,0.000000,0.000000,0.000000,0.000000
